Name,Purpose,Country,International Code,Ownership,Flavor Tags,Cultivar/Brand ID,Aroma Profile,Alpha Acid Low,Alpha Acid High,Alpha Acid Avg,Beta Acid Low,Beta Acid High,Beta Acid Avg,Alpha-Beta Ratio Low,Alpha-Beta Ratio High,Alpha-Beta Ratio Avg,Co-Humulone Low,Co-Humulone High,Co-Humulone Avg,Total Oils Low,Total Oils High,Total Oils Avg,Myrcene,Humulene Low,Humulene High,Humulene Avg,Caryophyllene Low,Caryophyllene High,Caryophyllene Avg,Farnesene,All Others Low,All Others High,Myrcene Low,Myrcene High,Myrcene Avg,Farnesene Low,Farnesene High,Farnesene Avg,Hop Storage Index Low,Hop Storage Index High,Co-Humulone,Total Oils,Beta Acid,Caryophyllene,Hop Storage Index Avg,Humulene,PurposeNum,Citrus Aroma,Tropical Fruit Aroma,Stone Fruit Aroma,Berry Aroma,Floral Aroma,Grassy Aroma,Herbal Aroma,Spice Aroma,Resin / Pine Aroma,Flavor Tag alfalfa,Flavor Tag allspice,Flavor Tag almond,Flavor Tag anise,Flavor Tag apple,Flavor Tag apricot,Flavor Tag balsamic,Flavor Tag banana,Flavor Tag berry,Flavor Tag bitter,Flavor Tag black_cherry,Flavor Tag black_currant,Flavor Tag black_pepper,Flavor Tag black_tea,Flavor Tag blackberry,Flavor Tag blossom,Flavor Tag blueberry,Flavor Tag bohemian,Flavor Tag bubble_gum,Flavor Tag bubblegum,Flavor Tag butterscotch,Flavor Tag candied_fruit,Flavor Tag candy,Flavor Tag cannabis,Flavor Tag caramel,Flavor Tag cassis,Flavor Tag cataloupe,Flavor Tag cedar,Flavor Tag chamomile,Flavor Tag cherry,Flavor Tag chilies,Flavor Tag chocolate,Flavor Tag cinnamon,Flavor Tag citrus,Flavor Tag citus,Flavor Tag clean,Flavor Tag clove,Flavor Tag coconut,Flavor Tag coffee,Flavor Tag cognac,Flavor Tag cream,Flavor Tag crisp,Flavor Tag cucumber,Flavor Tag curry,Flavor Tag dank,Flavor Tag dark_fruit,Flavor Tag delicate,Flavor Tag dill,Flavor Tag dried_fruit,Flavor Tag earthy,Flavor Tag elderberry,Flavor Tag elderflower,Flavor Tag eucalyptus,Flavor Tag fennel,Flavor Tag fig,Flavor Tag floral,Flavor Tag fresh,Flavor Tag fruit_punch,Flavor Tag fruity,Flavor Tag garlic,Flavor Tag gazpacho,Flavor Tag geranium,Flavor Tag ginger,Flavor Tag gooseberry,Flavor Tag grapefruit,Flavor Tag grapes,Flavor Tag grass,Flavor Tag grassy,Flavor Tag green,Flavor Tag green_fruit,Flavor Tag green_tea,Flavor Tag guava,Flavor Tag hay,Flavor Tag herbal,Flavor Tag hibiscus,Flavor Tag honey,Flavor Tag honeydew,Flavor Tag honeysuckle,Flavor Tag hoppy,Flavor Tag incense,Flavor Tag jasmine,Flavor Tag juniper,Flavor Tag kiwi,Flavor Tag kumquat,Flavor Tag lavender,Flavor Tag leather,Flavor Tag lemon,Flavor Tag lemongrass,Flavor Tag licorice,Flavor Tag lilac,Flavor Tag lime,Flavor Tag loganberry,Flavor Tag lychee,Flavor Tag magnolia,Flavor Tag mandarin,Flavor Tag mango,Flavor Tag marjoram,Flavor Tag marmalade,Flavor Tag mellow,Flavor Tag melon,Flavor Tag menthol,Flavor Tag mild,Flavor Tag mint,Flavor Tag mojito,Flavor Tag molasses,Flavor Tag musty,Flavor Tag nectar,Flavor Tag nectarine,Flavor Tag neutral,Flavor Tag noble,Flavor Tag nutmeg,Flavor Tag oak,Flavor Tag onion,Flavor Tag orange,Flavor Tag oregano,Flavor Tag papaya,Flavor Tag passion_fruit,Flavor Tag peach,Flavor Tag pear,Flavor Tag pepper,Flavor Tag pine,Flavor Tag pine_resin,Flavor Tag pineapple,Flavor Tag pleasant,Flavor Tag plum,Flavor Tag potpourri,Flavor Tag pungent,Flavor Tag quince,Flavor Tag raspberry,Flavor Tag red_berry,Flavor Tag redberry,Flavor Tag redcurrant,Flavor Tag resin,Flavor Tag rose,Flavor Tag rosemary,Flavor Tag sage,Flavor Tag sandalwood,Flavor Tag sauvignon_blanc,Flavor Tag savory,Flavor Tag slightly_spicy,Flavor Tag smooth,Flavor Tag spearmint,Flavor Tag spice,Flavor Tag spices,Flavor Tag spicy,Flavor Tag stone_fruit,Flavor Tag stonefruit,Flavor Tag straw,Flavor Tag strawberry,Flavor Tag subtle,Flavor Tag sugar,Flavor Tag sweet,Flavor Tag sweet_fruit,Flavor Tag tangerine,Flavor Tag tangy,Flavor Tag tart,Flavor Tag tea,Flavor Tag thyme,Flavor Tag tobacco,Flavor Tag toffee,Flavor Tag troical_fruit,Flavor Tag tropical_fruit,Flavor Tag vanilla,Flavor Tag violet,Flavor Tag watermelon,Flavor Tag whiskey,Flavor Tag white_grape,Flavor Tag white_wine,Flavor Tag wild,Flavor Tag wine,Flavor Tag woody,Flavor Tag yogurt,Flavor Tag zest,PC1,PC2
Spalter Select Hop,Aroma,Germany (GER),SSE,,"['spicy', 'grassy']",78/3/34,"{'Citrus': 2.0, 'Tropical Fruit': 1.0, 'Stone Fruit': 1.0, 'Berry': 1.0, 'Floral': 2.0, 'Grassy': 0.0, 'Herbal': 3.0, 'Spice': 3.0, 'Resin / Pine': 2.0}",3.0,6.5,4.8,2.5,5.0,3.8,1.0,3.0,2.0,21.0,27.0,24.0,0.5,0.9,0.7,0.0,10.0,22.0,16.0,4.0,10.0,7.0,0.0,6.0,51.0,20.0,40.0,30.0,15.0,22.0,18.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,2.0,1.0,1.0,1.0,2.0,0.0,3.0,3.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-11.739812168122306,-5.5054527690045125
Tango Hop,Dual,Germany (GER),,GfH,"['passion_fruit', 'pineapple', 'spicy', 'citrus']",,"{'Citrus': 5.0, 'Tropical Fruit': 4.0, 'Stone Fruit': 2.0, 'Berry': 3.0, 'Floral': 2.0, 'Grassy': 0.0, 'Herbal': 0.0, 'Spice': 0.0, 'Resin / Pine': 1.0}",7.5,11.0,9.3,7.5,10.0,8.8,1.0,1.0,1.0,19.0,25.0,22.0,2.4,4.0,3.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.0,4.0,2.0,3.0,2.0,0.0,0.0,0.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-66.78279672790283,-45.308936921540045
Tettnanger Hop,Dual,Germany (GER),TET,,"['spicy', 'floral', 'pepper', 'black_tea']",,"{'Citrus': 1.0, 'Tropical Fruit': 1.0, 'Stone Fruit': 1.0, 'Berry': 1.0, 'Floral': 2.0, 'Grassy': 0.0, 'Herbal': 3.0, 'Spice': 3.0, 'Resin / Pine': 3.0}",2.5,5.8,4.2,2.8,5.3,4.1,0.0,2.0,1.0,22.0,28.0,25.0,0.4,1.1,0.8,0.0,20.0,21.0,20.5,6.0,7.0,6.5,0.0,19.0,23.0,40.0,41.0,40.5,11.0,12.0,11.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,1.0,1.0,1.0,2.0,0.0,3.0,3.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2934729947008268,1.008433253990232
Sorachi Ace Hop,Dual,Japan (JP),SOR,,"['lemon', 'dill', 'woody', 'tobacco', 'citrus', 'herbal']",,"{'Citrus': 3.0, 'Tropical Fruit': 4.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 1.0, 'Grassy': 0.0, 'Herbal': 2.0, 'Spice': 0.0, 'Resin / Pine': 0.0}",11.0,16.0,13.5,6.0,8.0,7.0,1.0,3.0,2.0,23.0,28.0,25.5,1.0,3.0,2.0,0.0,20.0,26.0,23.0,7.0,11.0,9.0,0.0,3.0,26.0,45.0,55.0,50.0,2.0,5.0,3.5,28.0,0.275,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,4.0,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,17.477616126873695,12.341789381061504
Dr. Rudi Hop,Dual,New Zealand (NZ),DRU,"™ NZ Hops, Ltd.","['resin', 'pine', 'lemongrass']",,"{'Citrus': 2.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 0.0, 'Grassy': 1.0, 'Herbal': 1.0, 'Spice': 1.0, 'Resin / Pine': 3.0}",10.0,12.0,11.0,7.0,8.5,7.8,1.0,2.0,1.0,36.0,39.0,37.5,1.3,1.6,1.5,0.0,33.0,34.0,33.5,9.0,11.0,10.0,0.0,24.0,30.0,28.0,30.0,29.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,3.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-18.215488959548235,12.651366390229255
Green Bullet Hop,Dual,New Zealand (NZ),GBU,,"['pine', 'black_pepper', 'plum', 'resin', 'dried_fruit', 'floral']",,"{'Citrus': 0.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 0.0, 'Berry': 2.0, 'Floral': 2.0, 'Grassy': 0.0, 'Herbal': 0.0, 'Spice': 1.0, 'Resin / Pine': 1.0}",11.0,15.0,13.0,6.5,7.0,6.8,2.0,2.0,2.0,38.0,43.0,40.5,1.0,1.4,1.2,0.0,28.0,29.0,28.5,9.0,10.0,9.5,0.0,21.0,26.0,37.0,39.0,38.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,0.0,0.0,0.0,2.0,2.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-2.065768913245679,6.732992781264825
HORT9909 Hop,Dual,New Zealand (NZ),,New Zealand Hops Ltd.,"['lime', 'hay', 'sweet', 'spicy', 'citrus', 'lemon', 'noble', 'black_pepper', 'pine']",HORT9909,"{'Citrus': 5.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 2.0, 'Grassy': 3.0, 'Herbal': 5.0, 'Spice': 3.0, 'Resin / Pine': 4.0}",6.0,10.0,8.0,3.0,4.0,3.5,2.0,3.0,2.0,27.0,29.0,28.0,1.9,1.9,0.0,0.0,11.0,13.0,12.0,4.0,5.0,4.5,0.0,30.0,36.0,49.0,51.0,50.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.0,0.0,0.0,0.0,2.0,3.0,5.0,3.0,4.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,21.36553471527071,-13.153764654196959
Kohatu Hop,Dual,New Zealand (NZ),KHT,"® New Zealand Hops, Ltd.",['tropical_fruit'],HORT3829,"{'Citrus': 1.0, 'Tropical Fruit': 3.0, 'Stone Fruit': 2.0, 'Berry': 0.0, 'Floral': 0.0, 'Grassy': 0.0, 'Herbal': 0.0, 'Spice': 0.0, 'Resin / Pine': 0.0}",6.0,7.0,6.5,4.0,6.0,5.0,1.0,2.0,1.0,20.0,25.0,22.5,1.0,2.0,1.5,0.0,30.0,40.0,35.0,11.0,16.0,13.5,0.0,13.0,34.0,25.0,30.0,27.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,1.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-24.52760795661558,23.849935748636586
Motueka Hop,Dual,New Zealand (NZ),MKA,™ NZ Hops Ltd.,"['citrus', 'mojito', 'lime', 'lemon', 'tropical_fruit', 'floral']",87.14-20,"{'Citrus': 3.0, 'Tropical Fruit': 2.0, 'Stone Fruit': 0.0, 'Berry': 1.0, 'Floral': 0.0, 'Grassy': 0.0, 'Herbal': 0.0, 'Spice': 0.0, 'Resin / Pine': 0.0}",5.0,8.5,6.8,5.0,5.5,5.3,1.0,2.0,1.0,25.0,35.0,30.0,0.8,1.0,0.9,0.0,3.0,4.0,3.5,1.0,3.0,2.0,0.0,32.0,37.0,47.0,48.0,47.5,12.0,13.0,12.5,35.0,0.3,0.0,0.0,0.0,0.0,0.4,0.0,2,3.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,22.41469069585541,-26.358316121657083
Moutere Hop,Dual,New Zealand (NZ),MTE,,"['tropical_fruit', 'grapefruit', 'passion_fruit', 'hay', 'earthy', 'pine']",HORT0605,"{'Citrus': 3.0, 'Tropical Fruit': 4.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 0.0, 'Grassy': 0.0, 'Herbal': 0.0, 'Spice': 1.0, 'Resin / Pine': 2.0}",17.5,19.5,18.5,8.0,10.0,9.0,2.0,2.0,2.0,24.0,28.0,26.0,1.5,1.9,1.7,0.0,15.0,16.0,15.5,5.0,6.0,5.5,0.0,54.0,58.0,22.0,23.0,22.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,3.0,4.0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,-17.410081283374105,-21.58457408570538
Nectaron Hop,Aroma,New Zealand (NZ),NRN,"™ NZ Hops, Ltd.","['tropical_fruit', 'citrus', 'pineapple', 'passion_fruit', 'peach', 'grapefruit', 'nectar']",HORT4337,"{'Citrus': 4.0, 'Tropical Fruit': 4.0, 'Stone Fruit': 3.0, 'Berry': 0.0, 'Floral': 0.0, 'Grassy': 0.0, 'Herbal': 2.0, 'Spice': 0.0, 'Resin / Pine': 0.0}",9.5,12.0,10.8,4.5,5.0,4.8,2.0,3.0,2.0,26.0,28.0,27.0,1.0,1.7,1.4,0.0,10.0,20.0,15.0,4.0,5.0,4.5,0.0,9.0,27.0,59.0,65.0,62.0,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,4.0,4.0,3.0,0.0,0.0,0.0,2.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,37.676630286988605,-0.9336970966154414
Nelson Sauvin Hop,Aroma,New Zealand (NZ),NSN,™ NZ Hops Ltd.,"['white_wine', 'fruity', 'gooseberry', 'grapes', 'sauvignon_blanc']",85-03-06,"{'Citrus': 0.0, 'Tropical Fruit': 2.0, 'Stone Fruit': 0.0, 'Berry': 4.0, 'Floral': 0.0, 'Grassy': 0.0, 'Herbal': 1.0, 'Spice': 0.0, 'Resin / Pine': 0.0}",10.0,13.0,11.5,5.0,8.0,6.5,1.0,3.0,2.0,20.0,25.0,22.5,0.8,1.5,1.2,0.0,25.0,37.0,31.0,6.0,11.0,8.5,0.0,6.0,49.0,20.0,45.0,32.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-11.074778232675914,18.560854746123603
NZH-107 Hop,Dual,New Zealand (NZ),NZ1,NZ Hops Ltd & BSG,"['passion_fruit', 'citrus', 'grapefruit']",,"{'Citrus': 5.0, 'Tropical Fruit': 5.0, 'Stone Fruit': 1.0, 'Berry': 0.0, 'Floral': 1.0, 'Grassy': 0.0, 'Herbal': 1.0, 'Spice': 0.0, 'Resin / Pine': 0.0}",8.0,11.0,9.5,5.0,7.0,6.0,1.0,2.0,2.0,27.0,31.0,29.0,1.4,2.2,1.8,0.0,7.0,10.0,8.5,4.0,8.0,6.0,0.0,10.0,30.0,55.0,65.0,60.0,4.0,7.0,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,5.0,5.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37.43897459240715,-12.238103114285334
Pacific Gem Hop,Bittering,New Zealand (NZ),PGE,,"['black_pepper', 'berry', 'blackberry', 'floral', 'oak', 'pine']",,"{'Citrus': 2.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 0.0, 'Berry': 4.0, 'Floral': 1.0, 'Grassy': 0.0, 'Herbal': 0.0, 'Spice': 1.0, 'Resin / Pine': 1.0}",13.0,15.0,14.0,7.0,9.0,8.0,1.0,2.0,2.0,35.0,40.0,37.5,0.8,1.6,1.2,0.0,20.0,30.0,25.0,6.0,12.0,9.0,0.0,17.0,44.0,30.0,40.0,35.0,0.0,1.0,0.5,22.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0,4.0,1.0,0.0,0.0,1.0,1.0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.2450803389564198,4.199090220567144
Pacific Jade Hop,Dual,New Zealand (NZ),PJA,"™ NZ Hops, Ltd.","['citrus', 'spicy', 'herbal', 'black_pepper']",HORT1524,"{'Citrus': 2.0, 'Tropical Fruit': 0.0, 'Stone Fruit': 0.0, 'Berry': 0.0, 'Floral': 0.0, 'Grassy': 0.0, 'Herbal': 1.0, 'Spice': 1.0, 'Resin / Pine': 0.0}",12.0,14.0,13.0,7.0,8.0,7.5,2.0,2.0,2.0,23.0,25.0,24.0,1.1,1.5,1.3,0.0,32.0,33.0,32.5,10.0,11.0,10.5,0.0,21.0,25.0,33.0,34.0,33.5,0.0,1.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2,2.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-14.13056639742481,17.250572891575572
